clip_key,job_id,source_still,section,mp4_url,motion
C01,5cdf4041-0f97-49d0-8711-8b726587caa2,d2848b0e,band,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_233736_5cdf4041-0f97-49d0-8711-8b726587caa2.mp4,Band wide; singer leans to mic; cymbal shimmers; lamp flickers
C02,229bbbc3-52d9-4886-b5fc-57161427509f,43498158,performance,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234004_229bbbc3-52d9-4886-b5fc-57161427509f.mp4,Singer CU; lifts eyes to lens; parts lips to sing
C03,74079fe6-bb4e-44ba-aff2-21aa172c0d83,f92d8e71,insert,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234033_74079fe6-bb4e-44ba-aff2-21aa172c0d83.mp4,Rain runs/merges down dark glass; warm bokeh beyond
C04,79124e78-8499-4a5a-8395-b71dd73db0bf,845dd9a1,story,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234036_79124e78-8499-4a5a-8395-b71dd73db0bf.mp4,Turns as if touched; reflection forms then dissolves
C05,a1e237a3-5814-4014-8f42-05f088b0f38a,ccc75620,insert,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234010_a1e237a3-5814-4014-8f42-05f088b0f38a.mp4,Mist drifts over bending river; surface shifts
C06,3d48b24c-30cc-4cb0-a028-817a26132cf5,29218e14,insert,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234011_3d48b24c-30cc-4cb0-a028-817a26132cf5.mp4,Grey ocean heaves slowly under rain
C07,8f850d70-5244-4914-ae5d-d77f0256dac1,d45125d9,story,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234038_8f850d70-5244-4914-ae5d-d77f0256dac1.mp4,Woman reflection surfaces behind shoulder; raindrop breaks it; empty room
C08,b36d8f7e-a070-42f1-963a-eaac7e079504,aa6784bc,insert,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234015_b36d8f7e-a070-42f1-963a-eaac7e079504.mp4,Curtains breathe inward; trees sway in storm
C09,adb501a3-dc3c-46dd-91b7-150e743e0083,8fd9fce9,band,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234017_adb501a3-dc3c-46dd-91b7-150e743e0083.mp4,Band gains intensity; drummer enters; push-in
C10,da567b26-5aed-4863-a1e1-b710dc30c0bd,749d8aeb,insert,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234056_da567b26-5aed-4863-a1e1-b710dc30c0bd.mp4,Puddle ripples; reflection trembles; thunder flicker
C11,f057574f-dd16-44e8-ad2d-ccdfb6151d96,1143614b,memory,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234058_f057574f-dd16-44e8-ad2d-ccdfb6151d96.mp4,Woman in rain turns away; fades into haze
C12,3bb65d56-bdeb-4897-8ce1-d7b930791440,9dc2c514,band,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234100_3bb65d56-bdeb-4897-8ce1-d7b930791440.mp4,Full band release; singer opens up; cymbal hit
C13,3d829f3d-5b12-4582-8948-149d105e210d,8e1033a4,story,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234102_3d829f3d-5b12-4582-8948-149d105e210d.mp4,Turns toward window at thunder; lightning; nothing
C14,3a3f4f74-c141-4e84-ae23-7e5ec79c37f5,06808897,story,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234105_3a3f4f74-c141-4e84-ae23-7e5ec79c37f5.mp4,Hand opens drawer; rainlight flickers on old photo
C15,db20c845-d015-4eaa-a0e1-c4d2647cb2be,76f40277,story,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234107_db20c845-d015-4eaa-a0e1-c4d2647cb2be.mp4,Woman face forms in misted mirror; he reaches; dissolves
C16,310513e6-473a-4497-a725-67494a5505c2,e6d61b52,memory,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234109_310513e6-473a-4497-a725-67494a5505c2.mp4,Woman face softly forms in fogged glass then fades
C17,ad3d0086-ca15-4aa3-94f0-9b49293956c1,99cf778f,story,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234111_ad3d0086-ca15-4aa3-94f0-9b49293956c1.mp4,Lifts eyes to storm sky; stops fighting
C18,f6484ae3-c098-41e8-82dc-ac95248b6962,e5978420,insert,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234126_f6484ae3-c098-41e8-82dc-ac95248b6962.mp4,Storm clouds churn and drift
C19,3de61b10-8ebd-410a-9f9b-b88586f6f9b8,d3db8eb8,story,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234128_3de61b10-8ebd-410a-9f9b-b88586f6f9b8.mp4,Lightning splits sky behind him; rain on skin
C20,e6670604-3ac6-4183-af4e-caaf11f70587,5cc8239a,band,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234130_e6670604-3ac6-4183-af4e-caaf11f70587.mp4,Band at peak; urgent; almost angry
C21,7826073a-b52d-4740-93b2-aed813a60484,76054c72,memory,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234132_7826073a-b52d-4740-93b2-aed813a60484.mp4,Distant memory woman half-turns; dissolves into light
C22,5365b84b-c8a3-46fe-bec7-ac783213e7a4,8d9620d1,story,https://d8j0ntlcm91z4.cloudfront.net/user_3FjIki1qP1YKJkNjWdqvy8pFZnR/hf_20260627_234135_5365b84b-c8a3-46fe-bec7-ac783213e7a4.mp4,Rainwater spreads on floor; drawer creaks open; thunder
